primaryName,birthYear,deathYear,primaryProfession,knownForTitles
Patrick Huard,1969,\N,"actor,director,writer","tt0479647,tt0211103,tt1756750,tt0186895"
Yves Jacques,1956,\N,"actor,director,producer","tt0338135,tt0338751,tt0090985,tt0253839"
Glenn Close,1947,\N,"actress,soundtrack,producer","tt3750872,tt0093010,tt2015381,tt0094947"
Gérard Depardieu,1948,\N,"actor,producer,soundtrack","tt0103594,tt0099699,tt0099334,tt0120744"
Ioan Gruffudd,1973,\N,"actor,soundtrack,director","tt0486576,tt0120338,tt0120667,tt0349683"
Alice Evans,1968,\N,"actress,soundtrack","tt0147800,tt0264333,tt0211181,tt0411008"
Pierre Arditi,1944,\N,"actor,miscellaneous,soundtrack","tt0108167,tt0356999,tt0338411,tt0091507"
Josiane Balasko,1950,\N,"actress,writer,director","tt1091992,tt0074811,tt0113149,tt1442519"
Jean-Paul Belmondo,1933,2021,"actor,producer,stunts","tt0053472,tt0061452,tt0059592,tt0055082"
François Berléand,1952,\N,"actor,composer,editor","tt0372824,tt1129442,tt0388482,tt0293662"
John Ritter,1948,2003,"actor,producer,soundtrack","tt0100419,tt0075596,tt0117666,tt0307987"
David DeLuise,1971,\N,"actor,director,producer","tt1369845,tt7339792,tt5449296,tt1474311"
Allison Smith,\N,\N,actress,"tt0086742,tt0372185,tt0200276"
Kim Correll,\N,\N,"director,actress,writer","tt0211661,tt1657168,tt2369397"
Bernard Giraudeau,1947,2010,"actor,director,writer","tt0117477,tt0093205,tt0343524,tt0099071"
Malik Zidi,1975,\N,actor,"tt0814656,tt0327369,tt1928329,tt6341832"
Ludivine Sagnier,1979,\N,"actress,soundtrack,producer","tt0324133,tt3655448,tt2531336,tt0316396"
Anna Thomson,1953,\N,actress,"tt0089017,tt0109506,tt0105695,tt0108399"
Arye Gross,\N,\N,"actor,director","tt3032476,tt7587890,tt0102443,tt0181689"
Eric Schweig,1967,\N,actor,"tt0212815,tt0284494,tt0104691,tt0112302"
Tim DeKay,1963,\N,"actor,producer,director","tt0438315,tt1358522,tt0244244,tt0425061"
Louise Fletcher,1934,2022,actress,"tt0139134,tt0073486,tt0093036,tt0114857"
Chris Ricketts,\N,\N,editorial_department,"tt2403827,tt6059460,tt5761478,tt2546184"
Naomi Boyd,\N,\N,,tt0212820
Emma Gingell,\N,\N,,tt0212820
Claire Henderson,\N,\N,,tt0212820
Brendan Hill,1983,\N,"actor,miscellaneous","tt0307413,tt0406917,tt0296122,tt0389575"
Lauren James,\N,\N,,tt0212820
Libbie Nicholson,\N,\N,,tt0212820
Lauren Richardson,\N,\N,actress,"tt2258904,tt12729974,tt1661114,tt2290841"
John Condon,\N,\N,actor,tt0213295
Jessica Napier,1979,\N,actress,"tt0189456,tt0292414,tt0259324,tt0120515"
Paul Tassone,1969,\N,actor,"tt7108744,tt1119176,tt12354406,tt14714980"
Barry Crocker,1935,\N,"soundtrack,music_department,actor","tt2268019,tt0068173,tt0110598,tt0071196"
Ben Stiller,1965,\N,"producer,actor,director","tt0196229,tt0359950,tt1608290,tt0942385"
Robert De Niro,1943,\N,"actor,producer,soundtrack","tt0101540,tt0081398,tt0077416,tt0075314"
Teri Polo,1969,\N,actress,"tt0212338,tt0290002,tt0970866,tt0115571"
Blythe Danner,1943,\N,"actress,soundtrack","tt1092026,tt0434139,tt3236120,tt0212338"
Sandra Bullock,1964,\N,"producer,actress,soundtrack","tt1041829,tt1454468,tt0212346,tt0111257"
Michael Caine,1933,\N,"actor,producer,soundtrack","tt0468569,tt3312830,tt0482571,tt0124315"
Benjamin Bratt,1963,\N,"actor,producer,director","tt2380307,tt0181865,tt0212346,tt0098844"
Candice Bergen,1946,\N,"actress,producer,soundtrack","tt0901476,tt0094514,tt0212346,tt0256415"
Sam Lewis,\N,\N,actor,"tt0211919,tt0292414,tt0271914,tt0189456"
Jessica Napier,1979,\N,actress,"tt0189456,tt0292414,tt0259324,tt0120515"
Justin Smith,\N,\N,"actor,miscellaneous,soundtrack","tt0249311,tt2103254,tt1790809,tt1588398"
Abi Tucker,1973,\N,"actress,soundtrack,music_department","tt0211919,tt0289825,tt0108800,tt0292414"
Jamie Foxx,1967,\N,"actor,producer,writer","tt1853728,tt0350258,tt0369339,tt0443489"
David Morse,1953,\N,"actor,producer,director","tt0887912,tt0816711,tt0120689,tt0118884"
Robert Pastorelli,1954,2004,"actor,soundtrack","tt0092644,tt0108238,tt0116213,tt0099348"
Doug Hutchison,1960,\N,"actor,writer,producer","tt0450314,tt0277027,tt0235737,tt0120689"
Jonathan Tucker,1982,\N,"actor,soundtrack","tt1458175,tt0159097,tt0340163,tt0963794"
Emmanuelle Chriqui,1975,\N,"actress,producer","tt0295700,tt0214388,tt0348333,tt0960144"
James DeBello,1980,\N,"actor,soundtrack","tt0163651,tt0303816,tt0165710,tt0257106"
Katherine Heigl,1978,\N,"actress,producer,soundtrack","tt0413573,tt0478311,tt1142988,tt1598828"
Jonathan Slavin,1969,\N,"actor,director,art_department","tt5592146,tt5580540,tt1235547,tt3216608"
Vanessa Dorman,1969,\N,actress,"tt0118484,tt0115285,tt0238064,tt0354578"
Allan Murray,\N,\N,"actor,writer,producer","tt1828327,tt1830888,tt1131751,tt1830622"
Robert Phelps,\N,\N,actor,"tt0082558,tt0098844,tt0086014,tt0043229"
David Mattey,1969,\N,"actor,stunts,visual_effects","tt1273678,tt2573338,tt0448157,tt3032476"
Clyde Lewis,1964,\N,"actor,writer,cinematographer","tt0255021,tt1016213,tt3437386,tt0212879"
Heidi Sjursen,\N,\N,"actress,director,writer","tt0485997,tt0320212,tt0455694,tt0212879"
Paul Kyrmse,\N,\N,"actor,cinematographer,camera_department","tt0243655,tt0283646,tt0283647,tt0212879"
Omer Barnea,1980,\N,actor,"tt2447918,tt4354042,tt1839578,tt2911666"
Dor Peles,\N,\N,actor,"tt6448254,tt0213996"
Matthew Modine,1959,\N,"actor,producer,director","tt1345836,tt0112760,tt2932536,tt0093058"
Martin Landau,1928,2017,"actor,producer,miscellaneous","tt0109707,tt0053125,tt0096316,tt0097123"
Ben Gazzara,1930,2012,"actor,director,soundtrack","tt0052561,tt0074749,tt0098206,tt0118715"
Scott Baio,1960,\N,"actor,director,producer","tt0070992,tt0281680,tt0270846,tt0367279"
Tim Meadows,1961,\N,"actor,writer,soundtrack","tt0841046,tt3960412,tt0377092,tt0213790"
Karyn Parsons,1966,\N,"actress,producer,writer","tt0098800,tt0110443,tt0115195,tt0115256"
Billy Dee Williams,1937,\N,"actor,soundtrack,writer","tt0068315,tt0080684,tt4116284,tt0086190"
John Witherspoon,1942,2019,"actor,soundtrack,camera_department","tt0293815,tt0113118,tt0373732,tt0195945"
Christine Cavanaugh,1963,2014,"actress,soundtrack","tt0116695,tt0112431,tt0115157,tt0293092"
Elizabeth Daily,1961,\N,"actress,soundtrack,producer","tt8741368,tt0175058,tt0089791,tt0086525"
Cheryl Chase,1958,\N,"actress,casting_department,soundtrack","tt0213203,tt0106220,tt0096283,tt0134067"
Tara Strong,1973,\N,"actress,music_department,producer","tt4853102,tt0175058,tt1751105,tt4131800"
Sienna Guillory,1975,\N,"actress,director,producer","tt0314331,tt1855325,tt0318627,tt0449010"
Nick Moran,1969,\N,"actor,writer,producer","tt0926084,tt0120735,tt0246544,tt1201607"
Evan Gabriel,\N,\N,actor,"tt0214548,tt0181359"
Seth Fjersted,\N,\N,actor,tt0214548
Shaun Poremba,1989,\N,actor,"tt0365013,tt0214548"
Michael Nowak,\N,\N,actor,"tt0214548,tt0090410"
Kent Osborne,1969,\N,"writer,miscellaneous,actor","tt0892782,tt0252028,tt0206512,tt1305826"
David Koechner,1962,\N,"actor,writer,soundtrack","tt1229340,tt0425061,tt0357413,tt0427944"
Vince Vieluf,1970,\N,"actor,writer,director","tt0338077,tt0799949,tt0408345,tt0250687"
Adam Arkin,1956,\N,"actor,director,producer","tt1019452,tt5761496,tt1489428,tt1124373"
Didier Bourdon,1959,\N,"actor,writer,director","tt0401445,tt0114732,tt0498116,tt3092076"
Bernard Campan,1958,\N,"actor,writer,director","tt0114732,tt0286009,tt3092076,tt13553662"
Pascale Arbillot,1970,\N,"actress,writer,director","tt2190197,tt1669694,tt1440232,tt1003027"
Danièle Lebrun,1937,\N,"actress,soundtrack","tt0094828,tt0272982,tt0104008,tt0100851"
Chuck Zito,1953,\N,"actor,stunts,miscellaneous","tt0106519,tt0117500,tt0111503,tt2312718"
Amanda Aardsma,1979,\N,actress,"tt0058796,tt0247082,tt1370728,tt0215232"
Henree Alyse,\N,\N,actress,"tt0065272,tt0452046,tt1578873,tt0413573"
Stephen Baldwin,1966,\N,"actor,producer,director","tt0115683,tt0158622,tt0486583,tt0114814"
Phil Hawn,1957,\N,"actor,editorial_department,miscellaneous","tt1759761,tt0912343,tt0386676,tt0156115"
Alexis Kozak,\N,\N,actor,"tt0192232,tt0215730,tt1639367"
Judith Montgomery,1943,2011,actress,"tt0298408,tt0250135,tt0267414,tt0138797"
Samas Wu,\N,\N,"actor,stunts,miscellaneous","tt14813752,tt16310548,tt22207100,tt28512342"
Breckin Meyer,1974,\N,"actor,writer,producer","tt0250687,tt0112697,tt0101917,tt0215129"
Seann William Scott,1976,\N,"actor,producer,soundtrack","tt0328828,tt0163651,tt0377818,tt0252866"
Amy Smart,1976,\N,"actress,soundtrack","tt0250687,tt0120201,tt0479884,tt0433400"
Paulo Costanzo,1978,\N,"actor,director,producer","tt0243736,tt0215129,tt1031280,tt1319735"
Cliff Curtis,1968,\N,"actor,producer","tt3231054,tt1657507,tt2192016,tt0448134"
Theresa Healey,\N,\N,actress,"tt1386958,tt5034426,tt0325055,tt0112230"
Jaime Passier-Armstrong,1981,\N,actress,"tt0112089,tt0098911,tt1510984,tt0844653"
Charley Murphy Samau,1992,\N,"actor,location_management,production_manager","tt9099800,tt4834220,tt1269660,tt0352925"
Vincent Perez,1964,\N,"actor,director,writer","tt0110963,tt26656821,tt28106865,tt3026488"
Fanny Ardant,1949,\N,"actress,director,writer","tt0283832,tt0127536,tt0348853,tt0086551"
Josiane Balasko,1950,\N,"actress,writer,director","tt1091992,tt0074811,tt0113149,tt1442519"
Michel Serrault,1928,2007,"actor,writer,soundtrack","tt0077288,tt0113947,tt0084358,tt0046911"
Sacha Bourdo,1962,\N,"actor,composer","tt1330143,tt0825348,tt0354899,tt0120494"
Aure Atika,1970,\N,"actress,director,writer","tt0411270,tt1285246,tt0464913,tt1399664"
Marie-France Pisier,1944,2011,"actress,writer,director","tt0082156,tt0072826,tt0074184,tt0078771"
Dominique Pinon,1955,\N,"actor,soundtrack,music_department","tt0118583,tt0112682,tt0211915,tt0101700"
Emil Heitner,\N,\N,actor,tt0215972
David Fierro,\N,\N,"actor,director,writer","tt15303234,tt2937900,tt5580146,tt1600194"
Juliana Nichols,\N,\N,actress,"tt0215972,tt0213100"
Mathias Blaze,\N,\N,actor,tt0215972
Jesse Denham,\N,\N,actor,tt0215972
Matt Ducey,\N,\N,actor,"tt0800369,tt0215972,tt1288650,tt2511254"
Jack Graham,\N,\N,"actor,director,writer","tt0215972,tt0349158,tt2265086,tt3464888"
Damon Wayans,1960,\N,"actor,writer,producer","tt0104897,tt0110443,tt0273855,tt0102266"
Savion Glover,1973,\N,"actor,miscellaneous,soundtrack","tt0063951,tt0366548,tt1402488,tt0215545"
Jada Pinkett Smith,1971,\N,"producer,actress,writer","tt0234215,tt0114608,tt0120082,tt0242653"
Michael Rapaport,1970,\N,"actor,director,soundtrack","tt0216216,tt0115639,tt0108399,tt0149261"
Adam Trese,1969,\N,actor,"tt1767382,tt4572514,tt0443706,tt0243736"
Mia Kirshner,1975,\N,actress,"tt0285331,tt0387877,tt0277371,tt0115986"
Radha Mitchell,1973,\N,"actress,producer,director","tt0328107,tt0479528,tt0384537,tt0134847"
Hamilton von Watts,1972,\N,"actor,producer,writer","tt0233142,tt0119215,tt0117218,tt0433397"
Julia Richter,1970,\N,"actress,writer,director","tt5145292,tt0485521,tt0103420,tt1301294"
René Hofschneider,1960,\N,actor,"tt1369402,tt0092389,tt0312097,tt0099776"
Dieter Landuris,1961,\N,"actor,soundtrack","tt1196259,tt0108916,tt0290223,tt10536638"
Sinan Akkus,1970,\N,"actor,director,writer","tt3598648,tt0300468,tt0349716,tt1176933"
Brendan Gleeson,1955,\N,"actor,soundtrack,director","tt11813216,tt2234003,tt1540133,tt0780536"
Amanda Donohoe,1962,\N,"actress,producer","tt0110428,tt0095488,tt0119528,tt0090466"
James Nesbitt,1965,\N,"actor,soundtrack,miscellaneous","tt0903624,tt0166396,tt0280491,tt0416320"
Adrian Dunbar,1958,\N,"actor,producer,soundtrack","tt2303687,tt0104036,tt0102014,tt0097937"
Tantoo Cardinal,1950,\N,"actress,director,producer","tt1646225,tt5362988,tt0099348,tt5537002"
Natalya Nazarova,1969,\N,"writer,director,actress","tt5789664,tt0216105,tt2416822,tt6737644"
Vincent Angelini,\N,\N,actor,"tt0216105,tt0489235,tt1416801"
Randall Godwin,1958,2008,actor,"tt0339834,tt0758747,tt2258455,tt0228968"
Maria de Medeiros,1965,\N,"actress,director,writer","tt0112304,tt0110912,tt0120626,tt0466456"
Isabelle Candelier,1963,\N,"actress,writer","tt0401445,tt0325948,tt0238036,tt10795846"
Patrick Braoudé,1954,\N,"actor,writer,director","tt0118612,tt6802308,tt0216522,tt0113986"
Daniel Russo,1948,\N,"actor,writer","tt0793502,tt1872101,tt0921768,tt0110646"
Andréa Ferréol,1947,\N,actress,"tt0090366,tt0080610,tt0133385,tt0100361"
Jacques Boudet,\N,\N,actor,"tt0100263,tt1565958,tt0109771,tt0088315"
Meiji U Tum'si,\N,\N,"actress,director,writer","tt1591123,tt0434893,tt0216587,tt25966296"
Claude Perron,1966,\N,actress,"tt23931190,tt0115658,tt2024343,tt11541872"
Nick Giannopoulos,\N,\N,"actor,writer,producer","tt14909354,tt1457766,tt0216417,tt0122333"
Lucy Bell,1968,\N,actress,"tt0938339,tt0110474,tt0118406,tt1325886"
Vince Colosimo,1966,\N,"actor,producer","tt0433362,tt1648154,tt0221073,tt1343092"
Geraldine Turner,1950,\N,"actress,soundtrack","tt3428882,tt0216417,tt0072727,tt0070973"
Jean-Paul Belmondo,1933,2021,"actor,producer,stunts","tt0053472,tt0061452,tt0059592,tt0055082"
Arielle Dombasle,1953,\N,"actress,soundtrack,director","tt0133385,tt2641648,tt1329988,tt0086087"
Patrick Bouchitey,1946,\N,"actor,writer,director","tt0100747,tt0102358,tt0261759,tt0466384"
Thylda Barès,\N,\N,actress,"tt0299556,tt2172132,tt0306654,tt0216890"
John Friedmann,1971,\N,"actor,writer,producer","tt0313392,tt0293124,tt0427219,tt0216741"
Florian Simbeck,1971,\N,"actor,producer,writer","tt5061004,tt0293124,tt0427219,tt0313392"
Alexandra Neldel,1976,\N,actress,"tt0135790,tt1077223,tt0447812,tt0405743"
Manfred Zapatka,1942,\N,actor,"tt0118493,tt0308214,tt0266624,tt0932807"
Laurent Lucas,1965,\N,"actor,producer","tt0362246,tt3218580,tt4954522,tt0216800"
Anne Brochet,1966,\N,"actress,director,writer","tt0099334,tt0109682,tt0103110,tt0093505"
Arielle Dombasle,1953,\N,"actress,soundtrack,director","tt0133385,tt2641648,tt1329988,tt0086087"
Grégori Derangère,1971,\N,actor,"tt0273148,tt10341034,tt0310778,tt0425945"
Laurent Lucas,1965,\N,"actor,producer","tt0362246,tt3218580,tt4954522,tt0216800"
Sergi López,1965,\N,"actor,soundtrack","tt0216800,tt0301199,tt0204709,tt0457430"
Mathilde Seigner,1968,\N,"actress,soundtrack","tt0216800,tt0269329,tt0240149,tt0114300"
Sophie Guillemin,1977,\N,"actress,writer,director","tt0291579,tt16377414,tt0216800,tt0168740"
Edouard Baer,1966,\N,"actor,writer,director","tt0269329,tt0796335,tt0216590,tt0250223"
Rosine Favey,\N,\N,actress,"tt0814685,tt2790000,tt2330546,tt1605777"
Gilles Gaston-Dreyfus,1957,\N,"actor,writer","tt0453451,tt8847712,tt0401445,tt0101765"
Jean-Michel Lahmi,\N,\N,actor,"tt0482088,tt1264904,tt1726658,tt0416333"
Paul Bettany,1971,\N,"actor,writer,producer",tt9140560
Katy Carmichael,1970,\N,"actress,writer,miscellaneous","tt0187664,tt0280770,tt4575576,tt0969007"
Hayley Carr,1977,\N,"actress,writer,producer","tt0099084,tt0096542,tt0218138,tt0426741"
Charlie Condou,1973,\N,"actor,producer","tt0086791,tt0280770,tt0486583,tt0426654"
Timothy Beckley,1952,2021,"actor,producer,director","tt8474326,tt0217780,tt0087176,tt0149177"
Didi Delicious,\N,\N,"actress,producer,soundtrack","tt0217780,tt0492869,tt0892864,tt8474326"
Stephanie Hudson,1967,\N,actress,"tt0112466,tt0116294,tt0127383,tt0129910"
Zane Ka,\N,\N,actress,"tt0217780,tt8461154,tt0892864,tt8474326"
Persephone,1972,\N,actress,"tt0455339,tt8474326,tt0261314,tt0217780"
Debbie Rochon,1968,\N,"actress,producer,writer","tt1401631,tt2274752,tt2551446,tt1937154"
Rubberman,\N,\N,"actor,costume_department,stunts","tt0892864,tt0217780"
Jeannene Scofield,\N,\N,actress,tt0217780
Margaret Scura,\N,\N,"actress,art_department,miscellaneous","tt6496596,tt9452824,tt6496576,tt4499056"
Charlotte Brittain,\N,\N,"actress,soundtrack","tt0216621,tt0277270,tt0217788,tt0162973"
Lee Ross,1971,\N,"actor,soundtrack","tt0117589,tt1020558,tt0096679,tt3561236"
Annette Badland,1950,\N,"actress,soundtrack","tt0367594,tt0081831,tt10986410,tt0090474"
James Wooton,\N,\N,actor,"tt0217788,tt0108729"
Barry McEvoy,1967,\N,"actor,writer,producer","tt1695366,tt0218182,tt0107007,tt0383574"
Brían F. O'Byrne,1967,\N,actor,"tt0292963,tt0405159,tt0470705,tt0963178"
Anna Friel,1976,\N,"actress,soundtrack","tt0457400,tt0300556,tt0925266,tt1219289"
Pauline McLynn,1962,\N,actress,"tt0145653,tt0104231,tt9639470,tt0111958"
Julie Fournier,1982,\N,actress,"tt0216941,tt0453451,tt0434345,tt1668200"
Julien Guéris,1974,\N,"actor,writer,producer","tt1324069,tt0409184,tt0856162,tt1757294"
Jean Abeillé,1938,\N,"actor,director,writer","tt0092773,tt0088462,tt0163716,tt4731226"
Patricia Barzyk,1963,\N,"actress,script_department","tt5338644,tt28351716,tt0091457,tt0099283"
Nathalie Baye,1948,\N,"actress,soundtrack,writer","tt0174330,tt0264464,tt1650048,tt0204709"
Isabelle Carré,1971,\N,"actress,soundtrack","tt0814659,tt1565958,tt0259440,tt0119113"
Jeanne Balibar,1968,\N,"actress,writer,soundtrack","tt0115928,tt6543652,tt6411984,tt10199590"
Jean-Pierre Darroussin,1953,\N,"actor,director,writer","tt0118015,tt0474312,tt1508675,tt0319130"
Piotta,1973,\N,"soundtrack,actor,composer","tt0288274,tt0217037,tt3890914,tt7197684"
Lando Buzzanca,1935,2022,"actor,miscellaneous","tt1233559,tt0122207,tt0058564,tt0196186"
Antonello Fassari,1952,\N,"actor,writer,director","tt0102487,tt0112621,tt0096359,tt4025514"
Enrico Salimbeni,1965,\N,actor,"tt1081935,tt0417930,tt0169164,tt0305998"
Bernard Yerlès,1961,\N,"actor,producer","tt0172053,tt0202454,tt0457730,tt0107778"
Florence Pernel,1962,\N,actress,"tt0108394,tt0100878,tt0253839,tt0111507"
Mehdi Ortelsberg,1989,\N,"actor,writer","tt0988047,tt10630412,tt10671628,tt5892590"
Christian Bujeau,\N,\N,"actor,miscellaneous","tt0108500,tt0272982,tt0120882,tt4329032"
Julie Chesneau,\N,\N,actress,tt0216735
Valérie Dablemont,\N,\N,actress,"tt0216735,tt0302099,tt3793732,tt1403933"
Didier De Neck,\N,\N,"actor,writer,miscellaneous","tt3792960,tt0216735,tt0103105,tt25420420"
Floriane Devigne,\N,\N,"director,actress,writer","tt26443474,tt19383508,tt2936906,tt1112814"
Jean-Hugues Anglade,1955,\N,"actor,director,writer","tt0090563,tt0100263,tt0110963,tt0090095"
Yvan Attal,1965,\N,"actor,writer,director","tt0293564,tt13285394,tt0269499,tt0408306"
Hélène de Fougerolles,1973,\N,"actress,director,writer","tt0163978,tt0242994,tt1146320,tt0305568"
Odette Laure,1917,2004,"actress,producer,soundtrack","tt0099341,tt7252940,tt0048104,tt0171004"
Joanna Canton,1978,\N,"actress,writer","tt0165598,tt2137109,tt1196946,tt0460671"
Richard Trapp,\N,\N,"actor,soundtrack,miscellaneous","tt0306685,tt0244944,tt1253596,tt0455275"
Dax Miller,\N,\N,"actor,production_designer","tt0226919,tt0247079,tt0217331,tt0173498"
Renée Graham,\N,\N,actress,"tt0217331,tt0212235,tt0120569,tt0427944"
Greta Scacchi,1960,\N,actress,"tt0116191,tt0102900,tt0105151,tt0217629"
Anthony LaPaglia,1959,\N,"actor,producer,writer","tt0259393,tt0108174,tt0112950,tt0321021"
Elena Cotta,1931,\N,actress,"tt21811904,tt0217629,tt0795912,tt1966637"
Kerry Walker,1948,\N,"actress,miscellaneous","tt0455824,tt0203009,tt0094197,tt0107822"
Jayce Bartok,1975,\N,"actor,producer,director","tt0418586,tt6059570,tt0120238,tt7137906"
Nathan Bexton,1977,\N,"actor,director,writer","tt0139239,tt0119809,tt0163676,tt0206226"
Michael Buie,\N,\N,"actor,director,writer","tt1458175,tt6394270,tt0134618,tt1640719"
Ever Carradine,1974,\N,"actress,soundtrack","tt2201532,tt0261392,tt9525792,tt0258470"
Ian Hart,1964,\N,"actor,writer,soundtrack","tt0106339,tt5797184,tt0120660,tt0241527"
Sean McGinley,1956,\N,"actor,writer,stunts","tt0215693,tt0112573,tt0117039,tt0410400"
Niamh Cusack,1959,\N,actress,"tt1212419,tt1441953,tt1170362,tt12447796"
Ruth McCabe,\N,\N,"actress,soundtrack","tt0411195,tt0097937,tt2431286,tt0319938"
Jason Biggs,1978,\N,"actor,producer","tt0163651,tt1605630,tt0252866,tt0217630"
Mena Suvari,1979,\N,"actress,producer,soundtrack","tt0169547,tt0217630,tt0163651,tt0398375"
Zak Orth,1970,\N,"actor,soundtrack","tt0119360,tt0117509,tt0217630,tt0243655"
Thomas Sadoski,1976,\N,"actor,producer","tt4384086,tt2911666,tt2305051,tt1870479"
Anne Alvaro,1951,\N,actress,"tt1517214,tt0401383,tt0216787,tt1838603"
Jean-Pierre Bacri,1951,2021,"actor,writer","tt0119828,tt0216787,tt0118015,tt0374583"
Alain Chabat,1958,\N,"writer,actor,producer","tt0250223,tt0354899,tt1667889,tt0118976"
Agnès Jaoui,1964,\N,"actress,writer,director","tt2241691,tt0118015,tt0374583,tt0216787"
Cameron Mathison,1969,\N,"actor,producer","tt0217884,tt0065272,tt0056758,tt0120577"
Liisa Repo-Martell,1971,\N,actress,"tt0116209,tt0805564,tt0094889,tt0800095"
Jennifer Baxter,1976,\N,"actress,writer,producer","tt0342505,tt0186151,tt0382628,tt0418819"
Sabrina Grdevich,\N,\N,"actress,soundtrack","tt4667888,tt10813940,tt5912064,tt0212720"
Labina Mitevska,1975,\N,"actress,producer","tt6628102,tt0855843,tt8054608,tt0219288"
Jitka Schneiderová,1973,\N,actress,"tt0175709,tt0806910,tt1734579,tt0145008"
Sasa Rasilov,1972,\N,"actor,soundtrack","tt0384754,tt1171225,tt20501472,tt0253839"
Jirí Machácek,1966,\N,"actor,soundtrack,writer","tt0190374,tt0449303,tt0219288,tt0145929"
