nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0000658,Meryl Streep,1949,\N,"actress,soundtrack,writer","tt0458352,tt0084707,tt0089755,tt1322269"
nm0253708,Kimberly Elise,1967,\N,"actress,soundtrack,executive","tt0251160,tt1405500,tt0368008,tt0422093"
nm0285726,Julia Ford,1963,\N,"actress,director","tt7902072,tt11639300,tt8425404,tt15290226"
nm0266696,Brett Fancy,1964,\N,actor,"tt0112139,tt0892899,tt0088512,tt0092438"
nm1382417,Joseph Friend,\N,\N,actor,"tt1030744,tt0477095,tt0408998,tt0814191"
nm1378483,Thomas Grant,\N,\N,actor,"tt13649396,tt1083450,tt0433500,tt0241025"
nm0352219,Fritzi Haberlandt,1975,\N,actress,"tt2281109,tt0222096,tt0325734,tt1579944"
nm0350273,Hilmir Snær Guðnason,1969,\N,"actor,director,writer","tt1114712,tt0281176,tt9812474,tt0237993"
nm0257151,Tina Engel,1950,\N,actress,"tt0078875,tt1216520,tt0078536,tt0146381"
nm0775604,Harald Schrott,1967,\N,actor,"tt0444628,tt4976588,tt0806910,tt0486545"
nm5483146,Jana Hudi,\N,\N,actor,"tt0366652,tt0249947"
nm5499325,Ljubov Lapsui,\N,\N,actor,tt0366652
nm5498515,Angelina Serotetto,\N,\N,actress,tt0366652
nm1344176,Scott Parietti,\N,\N,"actor,director,writer","tt4861170,tt1800259,tt2091364,tt4053868"
nm1381112,Derris Nile,\N,\N,"actor,writer,editor","tt3210970,tt5509728,tt12325230,tt0368268"
nm1307486,Nicholas T. King,1978,\N,"visual_effects,animation_department,actor","tt4630562,tt14138650,tt1502712,tt1628841"
nm1307792,David Zelina,1977,\N,"actor,editor,producer","tt1935174,tt4987462,tt8226804,tt0368268"
nm1856192,Sabina Loddo,\N,\N,actress,tt0368249
nm0111639,Kelly Brook,1979,\N,"actress,producer","tt0367652,tt0464154,tt0377309,tt0317740"
nm1569609,Jake Canuso,1970,\N,"actor,writer,producer","tt0454824,tt0875034,tt1345836,tt0434124"
nm0671014,Antonio Pellegrino,\N,\N,"music_department,actor","tt0213847,tt15004918,tt0208682,tt0368249"
nm0000244,Sigourney Weaver,1949,\N,"actress,producer,soundtrack","tt0118583,tt0095243,tt0499549,tt0078748"
nm0000458,William Hurt,1950,2022,"actor,producer","tt0092699,tt0399146,tt0080360,tt0120738"
nm0001618,Joaquin Phoenix,1974,\N,"actor,producer,writer","tt1560747,tt0172495,tt0358273,tt1798709"
nm0397171,Bryce Dallas Howard,1981,\N,"actress,director,producer","tt8041270,tt1454029,tt8111088,tt2085059"
nm0700712,Dominic Purcell,1970,\N,"actor,producer,soundtrack","tt2368553,tt0238380,tt0359013,tt1448755"
nm0117146,Joy Bryant,1974,\N,"actress,soundtrack,producer","tt0322589,tt0430308,tt0168786,tt0308055"
nm0005123,Ali Larter,1976,\N,"actress,producer,music_department","tt0195714,tt2592614,tt1198138,tt0250494"
nm0004993,Desmond Harrington,1976,\N,actor,"tt0773262,tt0381798,tt5011816,tt1974419"
nm0351869,Minna Haapkylä,1973,\N,"actress,producer,director","tt0307076,tt0366701,tt1379689,tt0170223"
nm0865671,Kari-Pekka Toivonen,1967,\N,"actor,writer,soundtrack","tt0972385,tt0323443,tt0317029,tt0889651"
nm0615965,Minttu Mustakallio,1973,\N,"actress,soundtrack,writer","tt2956666,tt0366701,tt0885415,tt0186780"
nm0259762,Tommi Eronen,1968,\N,"actor,soundtrack","tt1124394,tt0200299,tt4272442,tt0456036"
nm0544465,Dagmar Manzel,1958,\N,"actress,soundtrack","tt0216489,tt1717152,tt0105328,tt1037061"
nm0843772,Grazyna Szapolowska,1953,\N,actress,"tt0095467,tt10886166,tt0100633,tt0170351"
nm0778335,Jörg Schüttauf,1961,\N,"actor,soundtrack","tt5307194,tt0806910,tt0276820,tt0164574"
nm0836747,Berndt Stübner,1947,2022,actor,"tt0174743,tt0079425,tt0175350,tt0230968"
nm0001718,Kyra Sedgwick,1965,\N,"actress,producer,director","tt0458253,tt0114496,tt0361127,tt0117333"
nm0001644,Aidan Quinn,1959,\N,"actor,producer,director","tt0120791,tt0110322,tt0817177,tt0106387"
nm0000145,Sherilyn Fenn,1965,\N,"actress,soundtrack","tt0098936,tt0106471,tt0100935,tt0105046"
nm0779325,Jill Scott,1972,\N,"actress,soundtrack,producer","tt2473602,tt1356380,tt1391137,tt0906108"
nm0122614,Catherine Lloyd Burns,1961,\N,"actress,writer","tt0171433,tt0120797,tt0228277,tt0117038"
nm0962461,Sam Breslin Wright,\N,\N,"actor,director","tt1321860,tt0381798,tt3501074,tt2191671"
nm1366311,Jake M. Smith,1984,\N,"actor,miscellaneous","tt0203259,tt0311289,tt0469976,tt0098844"
nm0799777,J.K. Simmons,1955,\N,"actor,soundtrack","tt3783958,tt0145487,tt2582802,tt0467406"
nm0001082,Billy Crudup,1968,\N,"actor,producer,soundtrack","tt0181875,tt0319061,tt0409459,tt4385888"
nm0000132,Claire Danes,1979,\N,"actress,producer,soundtrack","tt0117509,tt0108872,tt0274558,tt1796960"
nm0000391,Rupert Everett,1959,\N,"actor,soundtrack,producer","tt0109592,tt2404639,tt0122541,tt0119738"
nm0404332,Derek Hutchinson,\N,\N,actor,"tt0434409,tt2244901,tt0241383,tt2554946"
nm0000782,Asia Argento,1975,\N,"actress,director,writer","tt0295701,tt0804507,tt0418819,tt0368774"
nm0819851,Dylan Sprouse,1992,\N,"actor,music_department,soundtrack","tt0142342,tt2316548,tt8787632,tt26546715"
nm0819850,Cole Sprouse,1992,\N,"actor,music_department,producer","tt0142342,tt5420376,tt6472976,tt0108778"
nm1497548,Jimmy Bennett,1996,\N,"actor,soundtrack","tt1333125,tt0796366,tt1148204,tt0408345"
nm0085407,Lucas Black,1982,\N,actor,"tt0463985,tt2820852,tt0117666,tt0453562"
nm0005406,William Lee Scott,1973,\N,"actor,writer","tt0132477,tt0289879,tt0187078,tt0309698"
nm0929609,Fred Willard,1933,2020,"actor,writer,soundtrack","tt0366551,tt0310281,tt0218839,tt0357413"
nm0383422,John Michael Higgins,1963,\N,"actor,producer,soundtrack","tt0310281,tt0218839,tt1284575,tt1981677"
nm0001245,Mira Furlan,1955,2021,actress,"tt0121804,tt0105946,tt0120711,tt0091398"
nm1265783,Ana Franic,1981,\N,"actress,soundtrack","tt1105714,tt0368689,tt1908027,tt0926213"
nm1384769,Jelena Djokic,1977,\N,actress,"tt1371628,tt11173328,tt0996982,tt10927414"
nm0226699,Bogdan Diklic,1953,\N,actor,"tt1401672,tt0347105,tt0283509,tt2316929"
nm0000603,Vanessa Redgrave,1937,\N,"actress,soundtrack,producer","tt0783233,tt1372686,tt0104454,tt0892318"
nm1225172,Maxim Vengerov,1974,\N,"actor,soundtrack","tt0118623,tt0368725,tt0165042,tt15310542"
nm11864586,Vag Papian,\N,\N,actor,tt0368725
nm0000613,Joely Richardson,1965,\N,"actress,producer,soundtrack","tt1881002,tt0361217,tt0187393,tt1932718"
nm0719104,Richie Jen,1966,\N,"actor,soundtrack,director","tt0357894,tt7827348,tt1602500,tt0213314"
nm0461918,Blackie Shou-Liang Ko,1953,2003,"actor,stunts,director","tt0091431,tt0368813,tt0105864,tt0105845"
nm0510948,Ruby Lin,1976,\N,"actress,producer,soundtrack","tt0266408,tt0445590,tt0456785,tt2272555"
nm3369724,Ci-hang Liu,\N,\N,actor,"tt0368813,tt1368472"
nm1030824,Seung-chae Lee,1975,\N,actress,"tt0294832,tt0291043,tt0326441,tt0380713"
nm1369518,Seok-hun Kim,1972,\N,actor,"tt5145372,tt0297071,tt5839312,tt0339824"
nm1050757,Ye Ji-won,1973,\N,"actress,producer","tt0978356,tt5679572,tt21962974,tt0353328"
nm1386763,Seon-woo Park,\N,\N,actor,"tt3543296,tt13776460,tt16384160,tt0368769"
nm0992000,Arjun Rampal,1972,\N,"actor,soundtrack,writer","tt0461936,tt1024943,tt1230165,tt1562871"
nm0787462,Naseeruddin Shah,1950,\N,"actor,music_department,soundtrack","tt0200087,tt0311429,tt0453729,tt1280558"
nm1231899,Priyanka Chopra Jonas,1982,\N,"actress,producer,soundtrack","tt1849718,tt1469304,tt3735246,tt2082197"
nm1391858,Singh Surendra,\N,\N,actor,"tt2460594,tt0368580,tt0347416,tt1185412"
nm0431320,Vlado Jovanovski,1967,\N,actor,"tt0369258,tt3148266,tt0368962,tt0179196"
nm1525994,Marko Kovacevic,1990,\N,actor,"tt1085400,tt2069100,tt4444718,tt0368962"
nm0149188,Jordanco Cevrevski,1951,2020,"actor,producer","tt0130752,tt2396459,tt0087847,tt0954926"
nm1176165,Elena Mosevska,\N,\N,actress,"tt2090741,tt12146448,tt0368962,tt0243232"
nm0507073,Damian Lewis,1971,\N,"actor,producer,soundtrack","tt1796960,tt0285531,tt7131622,tt0185906"
nm1188896,Victoria Haralabidou,1971,\N,actress,"tt11847842,tt1282024,tt1334328,tt0368619"
nm0275138,Andréa Ferréol,1947,\N,actress,"tt0090366,tt0080610,tt0133385,tt0100361"
nm1387226,Evi Saoulidou,\N,\N,actress,"tt0368619,tt23150052,tt1321505,tt13730120"
nm1034172,Zsolt Nagy,1976,\N,"actor,producer","tt13400142,tt7759362,tt5247768,tt0373981"
nm0722113,Judit Rezes,1977,\N,actress,"tt7759362,tt2873282,tt1092021,tt20218152"
nm0619453,Ervin Nagy,1976,\N,"actor,producer","tt0243452,tt0378413,tt5607714,tt7759362"
nm1123846,Péter Kokics,1977,\N,"actor,visual_effects","tt0926174,tt9561862,tt0265317,tt1460022"
nm0634611,Pamela Nomvete,\N,\N,actress,"tt7459986,tt6612866,tt0369664,tt9253284"
nm1708934,Mpumi Malatsi,\N,\N,actress,tt0369664
nm0583869,Sophie Mgcina,1938,2005,"actress,composer","tt0092804,tt2035579,tt0097243,tt0059107"
nm0250803,Kurt Egelhof,\N,\N,"producer,actor,director","tt0116409,tt0398583,tt4727422,tt0100940"
nm0897201,Joseph Vijay,1974,\N,"actor,music_department,soundtrack","tt2187153,tt3801314,tt6485666,tt10579952"
nm0801264,Simran,1976,\N,"actress,soundtrack","tt0312859,tt0368400,tt9263550,tt8959820"
nm1228414,Pyramid Natarajan,\N,\N,"actor,producer","tt0479751,tt0285993,tt7493726,tt0369036"
nm0361643,Sophiya Haque,1971,2013,actress,"tt0053494,tt1173206,tt0493464,tt1638319"
nm0000412,Andy Garcia,1956,\N,"actor,producer,soundtrack","tt0099674,tt0240772,tt0343996,tt0349903"
nm0640323,Frances O'Connor,\N,\N,"actress,director,writer","tt0212720,tt3065204,tt0300556,tt0178737"
nm0000291,Angela Bassett,1958,\N,"actress,producer,director","tt1825683,tt9114286,tt0114558,tt0118884"
nm1002662,Harry Eden,1990,\N,"actor,camera_department,producer","tt1037218,tt0380599,tt0316396,tt0308772"
nm0424060,Scarlett Johansson,1984,\N,"actress,soundtrack,producer","tt0335266,tt0848228,tt1441395,tt1798709"
nm0000237,John Travolta,1954,\N,"actor,soundtrack,producer","tt0077631,tt0113161,tt0110912,tt0076666"
nm0532683,Gabriel Macht,1972,\N,"actor,producer,director","tt0831887,tt0343737,tt0369672,tt1632701"
nm0000679,Deborah Kara Unger,1966,\N,"actress,producer,miscellaneous","tt0119174,tt0384537,tt1441912,tt0328538"
nm0612223,Peter Paul Muller,1965,\N,"actor,director","tt0477217,tt5154952,tt6002522,tt1700423"
nm1105443,Chantal Janzen,1979,\N,"actress,writer,soundtrack","tt29457887,tt0367652,tt1609122,tt2421012"
nm0483576,Frank Lammers,1972,\N,"actor,director,soundtrack","tt8318702,tt4121866,tt14217100,tt0433686"
nm0615990,Marcel Musters,1959,\N,"actor,writer,soundtrack","tt1674553,tt0144726,tt1711465,tt0105965"
nm0000129,Tom Cruise,1962,\N,"actor,producer,soundtrack","tt0092099,tt0325710,tt0120755,tt0116695"
nm0004937,Jamie Foxx,1967,\N,"actor,producer,writer","tt1853728,tt0350258,tt0369339,tt0443489"
nm0000586,Jada Pinkett Smith,1971,\N,"producer,actress,writer","tt0234215,tt0114608,tt0120082,tt0242653"
nm0749263,Mark Ruffalo,1967,\N,"actor,producer,soundtrack","tt0842926,tt1895587,tt0848228,tt1100089"
nm0001868,Michael York,1942,\N,"actor,soundtrack,producer","tt0145660,tt0063518,tt0068327,tt0074812"
nm1323785,Alexander Nevsky,1971,\N,"producer,actor,writer","tt1421051,tt0281322,tt1244588,tt0369738"
nm0879186,Richard Tyson,1961,\N,"actor,producer,director","tt0265086,tt0096324,tt0094138,tt0099938"
nm0535120,Robert Madrid,\N,\N,"actor,assistant_director,producer","tt0058796,tt0112112,tt0115614,tt0369738"
nm0000849,Javier Bardem,1969,\N,"actor,producer,soundtrack","tt0477348,tt1074638,tt0369702,tt1164999"
nm0749104,Belén Rueda,1965,\N,"actress,director,soundtrack","tt1512685,tt1937149,tt0369702,tt0464141"
nm0240318,Lola Dueñas,1971,\N,"actress,soundtrack","tt1289449,tt0369702,tt0441909,tt0913425"
nm0729345,Mabel Rivera,1952,\N,actress,"tt0464141,tt0455957,tt0369702,tt0467959"
nm1797230,Tanashka Sofie Ramji Olsen,\N,\N,"actress,miscellaneous","tt3342126,tt0479391,tt0369424,tt0369737"
nm1399770,David Dencik,1974,\N,"actor,soundtrack,producer","tt1276419,tt2382320,tt2398231,tt1340800"
nm1873290,Ahmed Said,\N,\N,actor,"tt0369737,tt1662634"
nm1875288,Ipen Philipsen,\N,\N,actress,tt0369737
nm0000225,Christian Slater,1969,\N,"actor,producer,soundtrack","tt0108399,tt0102798,tt0124198,tt0115759"
nm0662504,Molly Parker,1972,\N,"actress,soundtrack,producer","tt0898367,tt0450345,tt0116783,tt0348914"
nm0001653,Stephen Rea,1946,\N,"actor,writer,soundtrack","tt1496025,tt0104036,tt0110148,tt0434409"
nm0684521,Gordon Pinsent,1930,2023,"actor,writer,director","tt0491747,tt0120824,tt0108756,tt2319580"
nm0637434,Jan Nowicki,1939,2022,"actor,writer,soundtrack","tt2012645,tt0122740,tt0097721,tt1210349"
nm0190691,György Cserhalmi,1948,\N,actor,"tt0261379,tt0373981,tt0288330,tt0091162"
nm0610628,Marianna Moór,1943,\N,"actress,miscellaneous","tt0065945,tt1729210,tt4963304,tt2218184"
nm0395758,Lili Horváth,1976,\N,"actress,art_department","tt15299406,tt0144041,tt1052342,tt1059884"
nm1665909,James Barclay,1974,\N,"writer,director,producer","tt4875238,tt1261803,tt1235786,tt0369911"
nm1335847,Lene Storgaard,1978,\N,"actress,producer","tt0459953,tt0369911,tt0371677,tt1235786"
nm1330023,Kim Sønderholm,1973,\N,"actor,writer,producer","tt2995858,tt3638488,tt0826760,tt1733785"
nm0971551,Thomas Biehl,1971,\N,"actor,producer,director","tt15208728,tt1766190,tt11517676,tt9179230"
nm0002857,Michael Kearns,1950,\N,"actor,writer,producer","tt0086984,tt15432574,tt0371008,tt0100705"
nm1394325,Ethan Mechare,1978,\N,"actor,director,writer","tt0387199,tt1351277,tt0951322,tt0371008"
nm0960750,Matt Crabtree,\N,\N,"actor,producer,writer","tt1442437,tt6821044,tt2741602,tt3278540"
nm1395433,David Bauman,\N,\N,actor,"tt0371008,tt2349472,tt5692206,tt8369780"
nm0954704,Roschdy Zem,1965,\N,"actor,director,writer","tt4400038,tt0498118,tt1366365,tt1710590"
nm0004133,Aure Atika,1970,\N,"actress,director,writer","tt0411270,tt1285246,tt0464913,tt1399664"
nm1795351,Abdou El Mesnaoui,\N,\N,actor,"tt0371322,tt1835979,tt2425506"
nm0538051,Mohamed Majd,1940,2013,actor,"tt0361670,tt0993842,tt0365737,tt1255953"
nm0001191,Adam Sandler,1966,\N,"actor,producer,soundtrack","tt0142342,tt0120888,tt0185431,tt0120484"
nm0000495,Téa Leoni,1966,\N,"actress,producer,soundtrack","tt0218967,tt0163025,tt0120647,tt0112442"
